slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
solanamcp,SolanaMCP,solanamcp.png,MCP server integrating Solana Agent Kit for AI agent workflows and autonomous on-chain operations on Solana.,"https://github.com/solanamcp/solana-mcp","https://github.com/solanamcp/solana-mcp",,solanamcp/solana-mcp,,,,,FALSE,
solar-wallet,Solar Wallet,solar-wallet.png,"Open-source Stellar wallet with multi-signature account support, asset management, and simplified account setup; available on iOS, Android, macOS, and Windows.","https://solarwallet.io/",,Solar_Wallet,solar-wallet/solar,,,,info@solarwallet.io,FALSE,
solflare,Solflare,solflare.png,"Self-custodial Solana wallet for web and mobile supporting token management, staking, NFT trading, and dApp connectivity.","https://www.solflare.com/","https://docs.solflare.com/solflare",solflare,,,,,,FALSE,
solidityscan,SolidityScan,solidityscan.png,"Automated smart contract vulnerability scanner that identifies security flaws and provides AI-driven remediation solutions for developers.","https://solidityscan.com/","https://docs.solidityscan.com/",,,,solidityscan,,,FALSE,
somnia,Somnia,somnia.png,"EVM-compatible Layer 1 blockchain providing API infrastructure and dedicated blockchain explorers, designed for high-performance data-intensive applications","https://somnia.network/","https://docs.somnia.network/",Somnia_Network,somnia-chain,somnia,,,,FALSE,
sonic,Sonic,sonic.png,"Fastest EVM Layer-1 blockchain delivering over 400,000 TPS with real sub-second confirmation times and $0.001 average transaction costs, enabling high-throughput dApp deployment.","https://www.soniclabs.com/","https://docs.soniclabs.com/",SonicLabs,0xsoniclabs,,Sonic_English,,,FALSE,
soroban-cli,Soroban CLI,soroban-cli.png,"Command-line interface for Soroban smart contract development enabling compilation, testing, and deployment on Stellar.","https://github.com/stellar/stellar-cli","https://github.com/stellar/stellar-cli",,stellar/stellar-cli,,,,,FALSE,
sorted,Sorted,sorted.png,"Bitcoin and USDT wallet for instant payments, low-cost cross-border remittances, and mobile money cash-out, accessible on any phone.","https://www.sorted.io/",,sortedwallet,,,sortedwallet,company/sortedwallet,hello@sorted.io,FALSE,
spectrum,Spectrum,spectrum.png,"Reliable RPC and API infrastructure provider delivering scalable and secure blockchain node services.","https://spectrumnodes.com/","https://spectrumnodes.gitbook.io/docs/",SpectrumNodes,,,spectrumnodes,company/spectrumnodes,support@spectrumnodes.com,FALSE,
speedynodes,SpeedyNodes,speedynodes.png,"It is a fast RPC provider that delivers reliable blockchain nodes for Ethereum, BSC, Polygon, Base, and major networks","https://www.speedynodes.com","https://docs.speedynodes.com/networks/overview/",SpeedyNodes,,speedynodes,SpeedyNodes,,Info@SpeedyNodes.com,FALSE,
sphereone,SphereOne,sphereone.png,"AI and blockchain infrastructure platform providing cross-chain swaps, bridging, fiat on-ramp access, and tooling for autonomous financial agents.","https://sphereone.xyz/",,sphereone_,,,,company/sphereone,,FALSE,
spheron-network,Spheron Network,spheron-network.png,"Decentralized infrastructure platform providing tools and SDKs for developers to integrate with distributed computing and storage networks.","https://www.spheron.network","https://docs.spheron.ai/",spheronai,spheron-core,spheron-network-745315423783878757,spheron,company/spheron-ai,info@spheron.ai,FALSE,
sprintcheckout,Sprintcheckout,sprintcheckout.png,"Crypto payment infrastructure offering APIs, one-click payments, WooCommerce integration, and payment links for accepting ERC20 tokens and ETH across EVM chains","https://sprintcheckout.com/",,sprint_checkout,,,joanseg,,support@sprintcheckout.com,FALSE,
sqd-cloud,SQD Cloud,sqd-cloud.png,"Decentralized blockchain data infrastructure and query engine (Subsquid) providing searchable, indexed data access for Web3 applications and AI systems.","https://sqd.dev/","https://docs.sqd.dev/en/home",hellosqd,subsquid,,,,,FALSE,
squid,Squid,squid.png,"Cross-chain swap and bridge infrastructure built on Axelar providing token swaps and contract calls across 100+ chains including EVM, Solana, Bitcoin, and Cosmos, with widget, API, and SDK integrations.","https://www.squidrouter.com/","https://docs.squidrouter.com",squidrouter,0xsquid,,,,,FALSE,
stackup,Stackup,stackup.png,"Onchain finance platform for crypto businesses providing invoicing, subscription management, vendor payments, treasury management, and bank-integrated crypto operations.","https://www.stackup.fi/","https://docs.stackup.fi/",stackup_fi,stackup-wallet,,,,,FALSE,
stakely,Stakely,stakely.png,"Non-custodial staking provider and validator node operator delivering enterprise-grade staking infrastructure, faucets, and community tools across multiple PoS networks","https://stakely.io/",,Stakely_io,Stakely,,Stakely,,,FALSE,
starboard,Starboard,starboard.png,Network analytics and incentive design firm building data-driven tooling and economic frameworks for blockchain networks.,"https://www.starboard.ventures/",,Starboard_V,,,,company/starboard-ventures,info@starboard.ventures,FALSE,
stargate-finance,Stargate Finance,stargate-finance.png,"Composable cross-chain liquidity transport protocol built on LayerZero, enabling seamless transfers of native assets and Omnichain Fungible Tokens (OFTs) across major blockchains.","https://stargate.finance/","https://stargateprotocol.gitbook.io/stargate",StargateFinance,stargate-protocol,,,,,FALSE,
starknet-foundation,Starknet Foundation,starknet-foundation.png,"Official Starknet Foundation ecosystem resources and developer support, including the Starknet Sepolia faucet.","https://www.starknet.io/","https://docs.starknet.io/",StarknetFndn,starknet-io,,,,,FALSE,
starkware,StarkWare,starkware.png,"Official StarkGate token bridge for transferring assets between Ethereum mainnet and StarkNet L2, operated by StarkWare","https://starkgate.starknet.io/",,,,,,,,FALSE,
starton,Starton,starton.png,"Developer platform providing REST APIs and SDKs for deploying smart contracts, managing wallets, and building blockchain applications across multiple networks.",,,,starton-io,,,,,FALSE,
steexp,Steexp,steexp.png,Provides explorer services for Web3 developers and users.,"https://steexp.com/","https://steexp.com/",,,,,,,FALSE,
stellar,Stellar,stellar.png,"Community-maintained .NET SDK for building applications on the Stellar network, providing client libraries for interacting with the Stellar Horizon REST API.","https://github.com/Beans-BV/dotnet-stellar-sdk","https://github.com/Beans-BV/dotnet-stellar-sdk",,Beans-BV/dotnet-stellar-sdk,,,,,FALSE,
stellar-laboratory,Stellar Laboratory,stellar-laboratory.png,"Web-based developer tool for Stellar blockchain enabling transaction testing, account exploration, and contract interaction.","https://lab.stellar.org/","https://lab.stellar.org/",,,,,,,FALSE,
stellarchain,StellarChain,stellarchain.png,"Stellar blockchain explorer displaying blocks, transactions, accounts, and network statistics for the Stellar network.","https://stellarchain.io/","https://stellarchain.io/",,,,,,,FALSE,
stellarexpert,StellarExpert,stellarexpert.png,"Stellar network explorer and developer tool providing real-time blockchain data, OpenAPI access, and network analytics for the Stellar ecosystem.","https://stellar.expert/","https://stellar.expert/openapi.html",orbitlens,stellar-expert/stellar-expert-explorer,,,,info@stellar.expert,FALSE,
storacha,Storacha,storacha.png,"Decentralized hot storage network providing scalable IPFS storage backed by Filecoin with verifiable content-addressed data, evolved from web3.storage.","https://storacha.network/","https://docs.storacha.network/",storachanetwork,storacha,,,,,FALSE,
storj,Storj,storj.png,"It is a distributed cloud service that transforms traditional cloud services, unlocking powerful advantages for fast, global data workflows","https://www.storj.io/","https://storj.dev",,Storj,,,,,FALSE,
stork,Stork,stork.png,"Oracle network providing ultra-low-latency signed reference prices, real-time market data, prediction-market resolution data, and historical datasets for onchain applications.","https://www.stork.network/","https://docs.stork.network/",StorkOracle,Stork-Oracle,,,company/stork-labs,info@stork.network,FALSE,
straits-x,StraitsX,straits-x.png,"It is a platform that provides solutions that empower global fintechs and institutions to build innovative cross-border fiat and blockchain solutions","https://www.straitsx.com/","https://docs.straitsx.com/docs/introduction",,,,,,,FALSE,
strangelove-ventures,Strangelove Ventures,strangelove-ventures.png,"Blockchain development firm, lab, and validator building software to supercharge growth and security of the Interchain through IBC development and validation services.","https://strange.love/",,strangelovelabs,strangelove-ventures,,,,,FALSE,
stripe,Stripe,stripe.png,Payment infrastructure provider offering a fiat-to-crypto onramp API that allows users to securely purchase cryptocurrencies directly within dApps and Web3 platforms,"https://stripe.com/","https://docs.stripe.com/crypto/onramp",stripe,stripe,,,,,FALSE,
stylus-sdk,Stylus SDK,stylus-sdk.png,"Rust and C++ WebAssembly SDK for writing smart contracts on Arbitrum Stylus, enabling faster and cheaper execution alongside Solidity contracts.","https://github.com/OffchainLabs/stylus-sdk-rs","https://docs.arbitrum.io/stylus/gentle-introduction",,OffchainLabs/stylus-sdk-rs,,,,,FALSE,
sublime-ethereum,Sublime-Ethereum,sublime-ethereum.png,"Sublime Text plugin providing syntax highlighting for Ethereum smart contract languages including Solidity, Vyper, Yul, and StarkNet Cairo.",,,,davidhq/SublimeEthereum,,,,,FALSE,
subquery,Subquery,subquery.png,"DePIN infrastructure network providing fast data indexers, scalable RPC nodes, and AI models across 300+ chains for Web3 application developers","https://subquery.network/","https://subquery.network/doc/subquery_network/introduction/introduction.html",subquerynetwork,subquery,subquery,subquerynetwork,company/subquery,support@subquery.network,FALSE,
subscan,Subscan,subscan.png,"Substrate ecosystem blockchain explorer and API service covering nearly 100 networks, with on-chain asset portfolio management, transaction search, and scalable developer-friendly APIs","https://www.subscan.io/","https://support.subscan.io/",subscan_io,subscan-explorer,,+ldEA4oysskNiMzE1,,hello@subscan.io,FALSE,
subwallet,SubWallet,subwallet.png,"Non-custodial browser extension and mobile wallet for Polkadot, Substrate, and EVM networks, supporting 150+ networks and 450+ tokens, fully open-source, independently audited, with cold wallet support via Polkadot Vault, Ledger, and Keystone.","https://www.subwallet.app/","https://docs.subwallet.app/main",subwalletapp,Koniverse,,subwallet,,,FALSE,
sui,Sui,sui.png,"Layer 1 blockchain by Mysten Labs using the Move programming language, with parallel transaction execution and an object-centric data model for high-throughput decentralized applications.","https://www.sui.io/","https://docs.sui.io/",SuiNetwork,MystenLabs/sui,,,,,FALSE,
suiscan,SuiScan,suiscan.png,"Blockchain explorer and analytics platform for the Sui network, featuring transaction tracking, wallet exploration, smart contract auditing, network performance monitoring, and ecosystem discovery.","https://suiscan.xyz/",,,,,,,,FALSE,
superbridge,Superbridge,superbridge.png,"Cross-chain swapping and bridging platform supporting 100+ networks with a consumer UI, white-label rollup instances, and a programmatic API for canonical bridge routes.","https://superbridge.app/","https://docs.superbridge.app/overview",superbridge,,,,,,FALSE,
supra,Supra,supra.png,"High-performance multi-VM Layer-1 blockchain with vertically integrated native oracle data feeds, automation, cross-chain messaging, and onchain AutoFi primitives, supporting MoveVM and EVM smart contracts with sub-second finality.","https://supra.com/","https://docs.supra.com/",SUPRA_Labs,Supra-Labs,,,company/supraofficial,,FALSE,
swapin,Swapin,swapin.png,"It is an instant 24/7 cross-border payment settlements with multiple currencies and payment methods supported",,,,,,,,,FALSE,
swapkit,SwapKit,swapkit.png,"Open-source SDK and API for native cross-chain swaps across 30+ blockchains, aggregating liquidity from major providers with failover redundancy and destination gas abstraction","https://swapkit.dev/","https://docs.swapkit.dev/",SwapKitPowered,thorswap/SwapKit,swapkit,swapkitpowered,company/swapkitdev,contact@swapkit.dev,FALSE,
swapped,Swapped,swapped.png,"Fiat-to-crypto and crypto-to-fiat infrastructure providing consumer on/off-ramp services and embeddable ramp integrations for wallets, platforms, and businesses, with support for 40+ payment methods and 30+ crypto assets.","https://swapped.com/","https://docs.swapped.com/",swappedcom,,,,company/swappedcom,support@swapped.com,FALSE,
swaps,Swaps,swaps.png,"It abstracts the complexities of blockchain interactions, allowing developers to integrate diverse on-chain crypto experiences into their applications more easily","https://www.swaps.xyz/","https://docs.swaps.xyz/",,,,,,,FALSE,
swarm,Swarm,swarm.png,Decentralized P2P storage and communication infrastructure for building censorship-resistant serverless dapps,"https://www.ethswarm.org/","https://docs.ethswarm.org/docs/",ethswarm,ethersphere,,,,,FALSE,
swing,Swing,swing.png,"Cross-chain liquidity and bridge aggregation solution supporting 51+ blockchains and 100+ DEXes, bridges, and DeFi protocols through unified API.","https://swing.xyz","https://developers.swing.xyz/",,swing-xyz,,,,,FALSE,
swipelux,Swipelux,swipelux.png,"Unified fiat-to-crypto payment infrastructure API offering on-ramp routing, wallet provisioning, and compliant payouts across supported blockchain networks.","https://swipelux.com/","https://docs.swipelux.com/",,,,,,,FALSE,
switchboard,Switchboard,switchboard.png,"Permissionless oracle protocol providing customizable, low-latency data feeds across 10+ blockchains with pull-based architecture, supporting any off-chain data source.","https://switchboard.xyz/","https://docs.switchboard.xyz/",,switchboard-xyz,,,,,FALSE,
switchere,Switchere,switchere.png,"Licensed online exchange service for buying, selling, and swapping cryptocurrencies with transparent fees and fast processing.","https://switchere.com/","https://switchere.com/crypto-merchant",Switchere_com,,,,company/switchere,customercare@switchere.com,FALSE,
symbiosis,Symbiosis,symbiosis.png,"Cross-chain DEX and liquidity protocol connecting Bitcoin, Solana, Tron and 50+ networks for single-transaction token swaps, zapping into DeFi pools and SIS-staking to secure the relayer network.","https://symbiosis.finance/","https://docs.symbiosis.finance/",symbiosis_fi,symbiosis-finance,,symbiosis_finance,,,FALSE,
synapse-protocol,Synapse Protocol,synapse-protocol.png,"Interchain bridge and SDK connecting 20+ blockchains; has settled $50B+ in cross-chain transactions for 2M+ users via optimistic-verified routers, CCTP USDC support and generalized message passing.","https://hypercall.xyz/synapse","https://docs.synapseprotocol.com/",SynapseProtocol,synapsecns,,,,,FALSE,
syndica,Syndica,syndica.png,"Solana infrastructure platform providing RPC nodes, indexing, and blockchain systems for building and scaling applications.","https://syndica.io/","https://docs.syndica.io/",syndica_io,syndica,,,,,FALSE,
syndicate,Syndicate,syndicate.png,"An all-in-one Web3 developer platform providing scalable transaction broadcasting, smart wallets, and gas sponsorship APIs across over 500+ EVM networks.","https://syndicate.io/","https://docs.syndicate.io/en",Syndicateio,SyndicateProtocol,,,,,FALSE,
tableland,Tableland,tableland.png,"It allows developers to store, manage, and query structured data for decentralized applications using familiar SQL statements, with access control and ownership tied to the blockchain","https://tableland.xyz/","https://docs.tableland.xyz/",tableland,tablelandnetwork,,,,,FALSE,
tact,Tact,tact.png,"High-level, strongly-typed programming language for TON smart contracts designed with TypeScript and Rust-like familiarity for developers.","https://tact-lang.org/","https://docs.tact-lang.org/",tact_language,tact-lang,,tactlang,,,FALSE,
taho,Taho,taho.png,"100% open-source, community-owned Ethereum browser extension wallet governed by DAO, offering self-custodial key management, cheap swaps, NFT gallery and reliable Ledger integration with no hidden fees.","https://taho.xyz/",,taho_xyz,tahowallet/extension,,,,,FALSE,
taiko,Taiko,taiko.png,Provides developer infrastructure and bridge services for Web3 developers and users.,"https://taiko.xyz/","https://docs.taiko.xyz/",taikoxyz,taikoxyz,taikoxyz,taikoxyz,,,FALSE,
talisman,Talisman,talisman.png,"Self-custodial multi-chain browser extension wallet supporting 900+ networks across Polkadot, EVM, and Solana, with integrated staking, a DeFi portal for swapping and portfolio management, and fully open-source, audited code.","https://talisman.xyz/","https://docs.talisman.xyz/talisman",wearetalisman,TalismanSociety,,,,,FALSE,
tally,Tally,tally.png,"Governance infrastructure providing voting dashboards, delegation tools, and on-chain governance integration for Web3 DAOs and protocols","https://www.tally.xyz/","https://docs.tally.xyz/",,withtally,,,,,FALSE,
tangem,Tangem,tangem.png,"NFC-powered hardware wallet card with EAL6+-certified chip, supporting 16,000+ assets across 85+ networks with no battery required, an optional seedless backup model, and built-in buying, swapping, and staking in the companion app.","https://tangem.com/en/","https://tangem.com/en/help-center/",tangem,tangem,,,,,FALSE,
tatum,Tatum,tatum.png,"Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience","https://tatum.io/","https://docs.tatum.io/",tatum_io,tatumio,,,,,FALSE,
tellor,Tellor,tellor.png,"Permissionless oracle layer where reporters produce data directly through decentralized participation, enabling custom data types and censorship-resistant data feeds without reliance on centralized APIs.","https://tellor.io/","https://docs.tellor.io/tellor/",,tellor-io,,,,,FALSE,
teloscan,Teloscan,teloscan.png,"Official Telos EVM block explorer built by Telos core developers for transactions, contracts, and network data.","https://www.teloscan.io/","https://docs.telos.net/build/block-explorers/",,,,,,,FALSE,
temple-wallet,Temple-Wallet,temple-wallet.png,"Multi-chain wallet for Tezos, Etherlink, and EVM networks with built-in swap, buy, staking, and NFT management, available as a browser extension and mobile app.","https://www.templewallet.com/","https://docs.templewallet.com/",,madfish-solutions/templewallet-extension,,,,,FALSE,
tenderly,Tenderly,tenderly.png,"Full-stack Web3 infrastructure platform providing virtual testnets, node RPC, developer explorer, and smart contract simulation tools for building and testing applications on Ethereum and EVM-compatible networks.","https://tenderly.co/","https://docs.tenderly.co/",TenderlyApp,Tenderly,fBvDJYR,,company/tenderlydev,,FALSE,
tevm,Tevm,tevm.png,"TypeScript Ethereum development environment and in-process EVM node that runs in browsers, Bun, Deno, and Node.js for testing, scripting, and local chain interaction.","https://tevm.sh/","https://node.tevm.sh/introduction/what-is-tevm-node",tevmtools,evmts/tevm,,+ANThR9bHDLAwMjUx,,,FALSE,
the-graph,The Graph,the-graph.png,"Decentralized indexing protocol for querying blockchain data using GraphQL subgraphs, enabling developers to build and publish open APIs without running indexing infrastructure.","https://thegraph.com/","https://thegraph.com/docs/en/",graphprotocol,graphprotocol,,,,,FALSE,
the-indexing-company,The Indexing Company,the-indexing-company.png,Onchain data infrastructure service providing real-time and historical blockchain data pipelines across 100+ networks with sub-second block-to-storage latency and direct integration to user storage layers.,"https://www.indexing.co/","https://docs.indexing.co/guide/overview",,indexing-co,,,,,FALSE,
thirdweb,Thirdweb,thirdweb.png,"Full-stack Web3 development platform providing wallet infrastructure, cross-chain bridges, token launch tools, payment APIs, and SDKs for TypeScript, React, .NET, Unity, and Unreal Engine.","https://thirdweb.com/","https://portal.thirdweb.com/",thirdweb,thirdweb-dev,,,company/third-web,,FALSE,
thx-network,THX Network,thx-network.png,Web3 quests and rewards platform for gaming and fintech apps that offered campaign APIs for loyalty and engagement programs; ceased operations in February 2025.,"https://docs.thx.network/","https://docs.thx.network/campaign-managers/getting-started",,,,,,,FALSE,
token-terminal,token terminal,token-terminal.png,Full-stack onchain data platform that standardizes financial and alternative data for blockchains and DeFi protocols using traditional finance KPIs and metrics,"https://tokenterminal.com/","https://tokenterminal.com/docs",tokenterminal,token-terminal,,,,,FALSE,
tokenpocket,TokenPocket,tokenpocket.png,"Non-custodial multi-chain wallet supporting 1,000+ networks including Ethereum, Bitcoin, Solana and BNB Chain, with built-in DApp browser, cross-chain swaps and DeFi access.","https://www.tokenpocket.pro/","https://help.tokenpocket.pro/en",,TP-Lab,,,,service@tokenpocket.pro,FALSE,
tokenview,TokenView,tokenview.png,"Multi-chain blockchain data API platform providing RESTful endpoints for wallet transactions, balances, token data, NFTs, and DeFi analytics across multiple chains in JSON, CSV, and webhook formats.",,,,,,,,,FALSE,
ton,TON,ton.png,"Fast, scalable Layer 1 blockchain (The Open Network) integrated with Telegram, enabling instant apps, global payments, digital identity, and decentralized services for mass adoption.","https://ton.org/en","https://docs.ton.org/",ton_blockchain,ton-blockchain,,,,,FALSE,
ton-api,TON API,ton-api.png,"Software-as-a-Service platform providing APIs, SDKs, and developer tools for building applications on the TON blockchain with support for HTTP, indexed, and ADNL protocols","https://tonapi.io/","https://docs.tonconsole.com/tonapi",,,,,,,FALSE,
ton-cli,TON CLI,ton-cli.png,"A command-line interface for compiling, testing, and deploying FunC smart contracts on the TON blockchain, commonly used in low-level TON development workflows","https://github.com/disintar/toncli",,,disintar/toncli,,,,,FALSE,
ton-lite-client,TON Lite Client,ton-lite-client.png,"The official lightweight client for interacting directly with the TON blockchain, forming the underlying protocol used by most TON RPC and API providers","https://github.com/ton-core/ton-lite-client",,,ton-core/ton-lite-client,,,,,FALSE,
ton-sandbox,Ton Sandbox,ton-sandbox.png,A tool that allows developers to run a local instance of the TON blockchain for rapid smart contract testing and debugging,"https://github.com/ton-org/sandbox",,,ton-org/sandbox,,,,,FALSE,
tonconnect-sdk,TonConnect SDK,tonconnect-sdk.png,SDK for TON Connect 2.0 protocol enabling secure communication between TON wallets and decentralized applications (dApps) with standard authentication.,"https://ton-connect.github.io/sdk/",,,ton-connect/sdk,,,,,FALSE,
tonhub,Tonhub,tonhub.png,"Non-custodial TON blockchain wallet with built-in DeFi features, developer Connect API, wallet extensions, and a Sandbox testnet wallet for developers.","https://tonhub.com/","https://docs.tonhub.com/docs/getting-started",,,,,,,FALSE,
tonkeeper,Tonkeeper,tonkeeper.png,"Self-custody non-custodial wallet for The Open Network (TON), providing secure key management and asset control on iOS, Android, and as a browser extension.","https://tonkeeper.com/",,tonkeeper,tonkeeper,,tonkeeper,,,FALSE,
tonstat,TonStat,tonstat.png,"Data platform providing daily metrics and insights for The Open Network (TON) blockchain, including transaction volumes, network performance, fees, token supply, and deflationary mechanisms.","https://www.tonstat.com/",,,,,,,,FALSE,
tonviewer,TonViewer,tonviewer.png,"TON blockchain explorer for browsing transactions, wallets, and network statistics, with an integrated catalog of TON ecosystem applications.","https://tonviewer.com/",,,,,,,,FALSE,
toolblox,Toolblox,toolblox.png,"No-code platform for building, deploying and managing smart contracts and decentralized applications on various blockchain networks","https://www.toolblox.net/",,,,,,,,FALSE,
top-nod,TopNod,top-nod.png,"Self-custodial multichain wallet for storing and managing cryptocurrencies, stablecoins, and tokenized real-world assets.","https://topnod.com/",,Top_nod,,topnod,TopNodGroup,,support@topnod.com,FALSE,
topper,Topper,topper.png,"Fiat on/off-ramp built by Uphold, supporting 200+ assets with debit card payouts and multiple payment methods including cards, Apple Pay, Google Pay, PayPal, Venmo, PIX, and SEPA.","https://www.topperpay.com/","https://docs.topperpay.com/",TopperbyUphold,,,,,support@topperpay.com,FALSE,
trail-of-bits,Trail of Bits,trail-of-bits.png,"Security research and engineering firm developing open-source program-analysis tools and performing software, blockchain, cryptography, application-security, and AI/ML security assessments.","https://www.trailofbits.com/",,trailofbits,trailofbits,,,company/trail-of-bits,,FALSE,
trans-fi,TransFi,trans-fi.png,"Stablecoin payment infrastructure providing fiat-to-crypto and crypto-to-fiat ramps, local payment rails, cross-border settlement, collections, payouts, and API integrations for businesses.","https://www.transfi.com/","https://docs.transfi.com/docs/welcome-to-transfi-developer-hub",getTransFi,,pBdbmcpF,+Kf2WwC0VmxkxNzY1,company/trans-fi,,FALSE,
transak,Transak,transak.png,"Fiat on/off-ramp developer integration toolkit supporting 136+ cryptocurrencies across 64 countries, with customizable SDK, white-label API, and built-in KYC and compliance tools.","https://transak.com/","https://docs.transak.com/getting-started/what-is-transak",,,,,company/transak,,FALSE,
transporter,Transporter,transporter.png,"Cross-chain token bridge powered by Chainlink CCIP, enabling secure asset transfers across Ethereum, Arbitrum, Optimism, Base, Polygon, Avalanche, BNB Chain, and other networks.","https://www.transporter.io/",,transporter_io,,,,,,FALSE,
trezor-via-metamask,Trezor (via MetaMask),trezor-via-metamask.png,"Trezor hardware wallet integration for MetaMask, enabling cold storage transaction signing where private keys remain on the Trezor device while MetaMask acts as the user interface.","https://trezor.io/","https://trezor.io/guides/third-party-wallet-apps/ethereum-evm-apps/metamask-and-trezor",trezor,trezor,,,,,FALSE,
tron,TRON,tron.png,"Layer 1 blockchain platform for smart contracts and dApps, with official developer documentation, tooling, and testnet infrastructure maintained by the TRON ecosystem.","https://tron.network/","https://developers.tron.network/",trondao,tronprotocol,,,,,FALSE,
trust,Trust,trust.png,"Self-custody multi-chain crypto wallet trusted by 200M+ users, supporting 10M+ assets across 100+ blockchains with built-in dApp browser, DeFi access, and NFT management.","https://trustwallet.com/","https://developer.trustwallet.com/developer",TrustWallet,trustwallet,trustwallet,,,,FALSE,
turnkey,Turnkey,turnkey.png,"Non-custodial wallet infrastructure secured by Trusted Execution Environments (TEEs), providing embedded wallets, smart contract wallet signing, and onchain automation via a single API with multi-chain support and 50-100 ms signing latency.","https://www.turnkey.com/","https://docs.turnkey.com/sdks/introduction",turnkeyhq,tkhq,,,company/turnkeyhq,,FALSE,
typechain,TypeChain,typechain.png,"Code generator that produces TypeScript bindings for Ethereum smart contracts, enabling type-safe contract interaction in TypeScript and JavaScript projects.",,,,dethcrypto/TypeChain,,,,,FALSE,
typhon-wallet,Typhon Wallet,typhon-wallet.png,"Cardano browser extension and web wallet with CIP-30 dApp connector support, staking, native tokens, NFT gallery, hardware wallet integration, and multi-wallet management.","https://typhonwallet.io/",,,,,,,,FALSE,
ucai,UCAI,ucai.png,Universal Contract AI Interface - open standard for connecting AI agents to blockchain smart contracts via ABI-to-MCP server generation,"https://github.com/nirholas/UCAI",,nirholas,nirholas/UCAI,,,,,FALSE,
uhuru-wallet,Uhuru Wallet,uhuru-wallet.png,"South African mobile wallet enabling peer-to-peer payments, airtime purchases, electricity bill payments, and DSTV subscriptions using local banking methods and fiat currencies.","https://www.uhuruwallet.co.za/",,,,,,,,FALSE,
uma,UMA,uma.png,Optimistic oracle protocol that records verifiable statements and data onto blockchains using a bond-and-dispute mechanism enforced through UMA token holder voting.,"https://uma.xyz/","https://docs.uma.xyz/",UMAprotocol,UMAprotocol,,,,,FALSE,
umami,Umami,umami.png,Non-custodial cryptocurrency wallet for managing digital assets across multiple blockchain networks,"https://www.umamiwallet.com/",,,,,,,,FALSE,
umbrella-network,Umbrella Network,umbrella-network.png,Decentralized community-owned oracle using Layer-2 Merkle tree aggregation and DPoS validators to deliver crypto price feeds and real-world financial data across multiple blockchains.,"https://github.com/UmbrellaNetwork",,,UmbrellaNetwork,,,,,FALSE,
uniblock,Uniblock,uniblock.png,"Unified Web3 API aggregator providing access to 300+ blockchains and 55+ node providers through a single interface, with automatic routing, load balancing, and failover.","https://uniblock.dev/","https://docs.uniblock.dev/",uniblock,,uniblock,,company/uniblock-dapp,support@uniblock.dev,FALSE,
unigox,Unigox,unigox.png,"P2P fiat on-ramp and off-ramp platform providing local payment rails, escrow-protected crypto conversion, hosted widgets, and integration options for businesses.","https://unigox.com/","https://guide.unigox.com/",Unigox_global,,,unigox_global,,hello@unigox.com,FALSE,
uniramp,Uniramp,uniramp.png,"Fiat on-ramp aggregator providing a unified API and embeddable widget that route users across multiple global ramp providers, payment methods, fiat currencies, and digital assets.","https://uniramp.com/","https://docs.uniramp.com/",uniramp,,,uniramp,company/uniramp,,FALSE,
uniswap-web3-react,Uniswap Web3 React,uniswap-web3-react.png,"React framework for building Ethereum dApps with a pluggable connector interface supporting MetaMask, WalletConnect, Coinbase Wallet, and other wallet providers.",,,,Uniswap/web3-react,,,,,FALSE,
universalx,UniversalX,universalx.png,"Decentralized exchange enabling token swaps across multiple blockchains within a single transaction, providing cross-chain trading capabilities without bridging.","https://universalx.app","https://universalx.app",,,,,,,FALSE,
univoucher,UniVoucher,univoucher.png,"Decentralized tangible crypto gift card protocol enabling anyone to create, share, and redeem cryptocurrency gift cards across multiple EVM-compatible blockchains","https://univoucher.com/","https://docs.univoucher.com/",,UniVoucher,,,,,FALSE,
unlimit-crypto,Unlimit Crypto,unlimit-crypto.png,"The Web3 division of Unlimit offering deep local payment methods globally for fiat-to-crypto onboarding.","https://crypto.unlimit.com/",,,,,,,,FALSE,
unlock-protocol,Unlock Protocol,unlock-protocol.png,"Smart contract protocol for token-gating and membership access control, enabling creators and developers to manage NFT-based subscriptions and digital access rights","https://unlock-protocol.com/","https://docs.unlock-protocol.com/",UnlockProtocol,unlock-protocol,,,,,FALSE,
unstoppable,Unstoppable,unstoppable.png,"Multi-coin self-custody wallet supporting Bitcoin, Ethereum, Zcash, and other cryptocurrencies with privacy-focused architecture and user-controlled keys.","https://unstoppable.money/",,,horizontalsystems,,,,,FALSE,
utexo,Utexo,utexo.png,"Bitcoin-native USDT settlement protocol enabling instant and private peer-to-peer transfers of USDT on Bitcoin with configurable fees and no pre-funding requirement.","https://utexo.com/","https://docs.utexo.com/",,UTEXO-Protocol,,,,,FALSE,
utorg,Utorg,utorg.png,"Fiat-to-crypto licensing and widget provider with a strong presence in the European market.","https://utorg.pro/",,utorgcom,,,utorgapp,company/utorglabs,info@utorg.com,FALSE,
uviblock,Uviblock,uviblock.png,"Multi-chain block explorer for EVM networks with unified search across addresses, transactions, blocks, and smart contracts from a single interface.","https://uviblock.com/",,uviblock,,,,,,FALSE,
